event,strategy,budget,hash_order,trigger_window,local_window_index,target_row_index,timestamp,Attack,Attack_Family,predicted_label_before_update,unknown_score_before_update,query_selection_sha256
DoS_GoldenEye,uncertainty_diversity,50,0,41,43,20543,2018-02-15 13:27:46.782,DoS_attacks-GoldenEye,DoS,BruteForce,0.4984563846002418,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,1,41,134,20634,2018-02-15 13:27:46.812,DoS_attacks-GoldenEye,DoS,BruteForce,0.5097873247208378,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,2,41,145,20645,2018-02-15 13:27:46.813,DoS_attacks-GoldenEye,DoS,Benign,0.7991951239412213,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,3,41,146,20646,2018-02-15 13:27:46.814,DoS_attacks-GoldenEye,DoS,Benign,0.8089435952782239,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,4,41,170,20670,2018-02-15 13:27:46.823,DoS_attacks-GoldenEye,DoS,Benign,0.8059194136753727,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,5,41,182,20682,2018-02-15 13:27:46.825,Benign,Benign,Benign,0.5697297254887879,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,6,41,209,20709,2018-02-15 13:27:46.833,DoS_attacks-GoldenEye,DoS,Benign,0.8025251947409943,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,7,41,261,20761,2018-02-15 13:27:46.855,Benign,Benign,Benign,0.8817474108710337,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,8,41,297,20797,2018-02-15 13:27:46.871,DoS_attacks-GoldenEye,DoS,Benign,0.8061748142077801,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,9,41,328,20828,2018-02-15 13:27:46.879,DoS_attacks-GoldenEye,DoS,__unknown__,0.9959951858159914,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,10,41,332,20832,2018-02-15 13:27:46.880,DoS_attacks-GoldenEye,DoS,__unknown__,0.9978940743356971,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,11,41,334,20834,2018-02-15 13:27:46.880,DoS_attacks-GoldenEye,DoS,__unknown__,0.9994884399295282,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,12,41,339,20839,2018-02-15 13:27:46.881,DoS_attacks-GoldenEye,DoS,__unknown__,0.9984186248169926,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,13,41,341,20841,2018-02-15 13:27:46.881,DoS_attacks-GoldenEye,DoS,Benign,0.7854258414568737,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,14,41,342,20842,2018-02-15 13:27:46.881,DoS_attacks-GoldenEye,DoS,__unknown__,0.9983569883195574,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,15,41,343,20843,2018-02-15 13:27:46.881,DoS_attacks-GoldenEye,DoS,Benign,0.6777211536055412,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,16,41,346,20846,2018-02-15 13:27:46.883,DoS_attacks-GoldenEye,DoS,Benign,0.7896885650929493,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,17,41,348,20848,2018-02-15 13:27:46.883,DoS_attacks-GoldenEye,DoS,Benign,0.7926032206236866,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,18,41,349,20849,2018-02-15 13:27:46.883,DoS_attacks-GoldenEye,DoS,Benign,0.7823044358676006,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,19,41,354,20854,2018-02-15 13:27:46.883,DoS_attacks-GoldenEye,DoS,Benign,0.7955169012309696,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,20,41,356,20856,2018-02-15 13:27:46.916,Benign,Benign,Benign,0.8620842808004148,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,21,41,357,20857,2018-02-15 13:27:47.000,Benign,Benign,Benign,0.6256498088271176,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,22,41,358,20858,2018-02-15 13:27:47.003,Benign,Benign,Benign,0.6012957280555855,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,23,41,359,20859,2018-02-15 13:27:47.025,Benign,Benign,Benign,0.5826589918498977,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,24,41,360,20860,2018-02-15 13:27:47.026,Benign,Benign,Benign,0.9265331384119342,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,25,41,361,20861,2018-02-15 13:27:47.031,Benign,Benign,__unknown__,0.9445549610514379,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,26,41,362,20862,2018-02-15 13:27:47.034,Benign,Benign,Benign,0.9407371711939683,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,27,41,364,20864,2018-02-15 13:27:47.058,Benign,Benign,Benign,0.5630263299739489,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,28,41,365,20865,2018-02-15 13:27:47.062,Benign,Benign,Benign,0.9282303391524386,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,29,41,366,20866,2018-02-15 13:27:47.063,Benign,Benign,Benign,0.5942330646768533,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,30,41,367,20867,2018-02-15 13:27:47.063,Benign,Benign,Benign,0.6209816072243497,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,31,41,368,20868,2018-02-15 13:27:47.069,Benign,Benign,Benign,0.6301655881624656,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,32,41,370,20870,2018-02-15 13:27:47.179,Benign,Benign,Benign,0.6213965303210404,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,33,41,371,20871,2018-02-15 13:27:47.183,Benign,Benign,Benign,0.6195278289036458,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,34,41,372,20872,2018-02-15 13:27:47.183,Benign,Benign,Benign,0.9119439451557605,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,35,41,373,20873,2018-02-15 13:27:47.184,Benign,Benign,BruteForce,0.5767777060435135,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,36,41,374,20874,2018-02-15 13:27:47.271,Benign,Benign,Benign,0.5068615369686944,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,37,41,375,20875,2018-02-15 13:27:47.292,Benign,Benign,Benign,0.7423589369226367,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,38,41,376,20876,2018-02-15 13:27:47.360,Benign,Benign,Benign,0.7674607774414182,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,39,41,377,20877,2018-02-15 13:27:47.418,Benign,Benign,__unknown__,0.9858563842454626,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,40,41,378,20878,2018-02-15 13:27:47.550,Benign,Benign,Benign,0.9363237849111554,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,41,41,379,20879,2018-02-15 13:27:47.653,Benign,Benign,BruteForce,0.7556121260825569,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,42,41,380,20880,2018-02-15 13:27:47.696,Benign,Benign,BruteForce,0.6853947134518512,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,43,41,381,20881,2018-02-15 13:27:47.714,Benign,Benign,__unknown__,0.9420455213305484,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,44,41,382,20882,2018-02-15 13:27:47.805,Benign,Benign,Benign,0.9055592086359457,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,45,41,423,20923,2018-02-15 13:27:47.833,DoS_attacks-GoldenEye,DoS,Benign,0.5043356040769607,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,46,41,458,20958,2018-02-15 13:27:47.840,DoS_attacks-GoldenEye,DoS,Benign,0.525443576050025,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,47,41,479,20979,2018-02-15 13:27:47.844,DoS_attacks-GoldenEye,DoS,Benign,0.5145363828074949,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,48,41,483,20983,2018-02-15 13:27:47.844,DoS_attacks-GoldenEye,DoS,Benign,0.5466720958358653,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,50,49,41,494,20994,2018-02-15 13:27:47.846,DoS_attacks-GoldenEye,DoS,Benign,0.5600042085857357,5bd93e609e9dc1dd4cd0eedbae32739177221a235d407cf6a1f14ac537bfbe9e
DoS_GoldenEye,uncertainty_diversity,200,0,41,0,20500,2018-02-15 13:27:46.769,DoS_attacks-GoldenEye,DoS,BruteForce,0.49855222977685665,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,1,41,4,20504,2018-02-15 13:27:46.770,DoS_attacks-GoldenEye,DoS,BruteForce,0.5094384003066661,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,2,41,5,20505,2018-02-15 13:27:46.770,DoS_attacks-GoldenEye,DoS,BruteForce,0.5075366319698027,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,3,41,6,20506,2018-02-15 13:27:46.770,DoS_attacks-GoldenEye,DoS,BruteForce,0.5005521823103123,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,4,41,11,20511,2018-02-15 13:27:46.771,DoS_attacks-GoldenEye,DoS,BruteForce,0.5094610933853441,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,5,41,13,20513,2018-02-15 13:27:46.772,DoS_attacks-GoldenEye,DoS,BruteForce,0.5074938339267959,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,6,41,16,20516,2018-02-15 13:27:46.772,DoS_attacks-GoldenEye,DoS,BruteForce,0.49850357370033993,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,7,41,17,20517,2018-02-15 13:27:46.772,DoS_attacks-GoldenEye,DoS,BruteForce,0.5075372519839495,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,8,41,22,20522,2018-02-15 13:27:46.774,DoS_attacks-GoldenEye,DoS,BruteForce,0.5093476252191645,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,9,41,26,20526,2018-02-15 13:27:46.778,DoS_attacks-GoldenEye,DoS,BruteForce,0.5004840117852705,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,10,41,28,20528,2018-02-15 13:27:46.778,DoS_attacks-GoldenEye,DoS,BruteForce,0.4985276175047375,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,11,41,31,20531,2018-02-15 13:27:46.779,DoS_attacks-GoldenEye,DoS,BruteForce,0.5094268449179229,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,12,41,32,20532,2018-02-15 13:27:46.780,DoS_attacks-GoldenEye,DoS,BruteForce,0.509383450173714,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,13,41,39,20539,2018-02-15 13:27:46.781,DoS_attacks-GoldenEye,DoS,BruteForce,0.5093628587680451,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,14,41,43,20543,2018-02-15 13:27:46.782,DoS_attacks-GoldenEye,DoS,BruteForce,0.4984563846002418,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,15,41,44,20544,2018-02-15 13:27:46.783,DoS_attacks-GoldenEye,DoS,BruteForce,0.5074223458041238,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,16,41,49,20549,2018-02-15 13:27:46.784,DoS_attacks-GoldenEye,DoS,BruteForce,0.5074124851057705,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,17,41,50,20550,2018-02-15 13:27:46.785,DoS_attacks-GoldenEye,DoS,BruteForce,0.49842449910711895,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,18,41,54,20554,2018-02-15 13:27:46.788,DoS_attacks-GoldenEye,DoS,BruteForce,0.5074093324928812,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,19,41,59,20559,2018-02-15 13:27:46.789,DoS_attacks-GoldenEye,DoS,BruteForce,0.5004794539479085,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,20,41,63,20563,2018-02-15 13:27:46.793,DoS_attacks-GoldenEye,DoS,BruteForce,0.5078986636952592,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,21,41,64,20564,2018-02-15 13:27:46.793,DoS_attacks-GoldenEye,DoS,BruteForce,0.5073876692317185,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,22,41,68,20568,2018-02-15 13:27:46.793,DoS_attacks-GoldenEye,DoS,BruteForce,0.5074282733188907,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,23,41,69,20569,2018-02-15 13:27:46.793,DoS_attacks-GoldenEye,DoS,BruteForce,0.5078606704021336,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,24,41,75,20575,2018-02-15 13:27:46.795,DoS_attacks-GoldenEye,DoS,BruteForce,0.5077984924544154,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,25,41,76,20576,2018-02-15 13:27:46.795,DoS_attacks-GoldenEye,DoS,BruteForce,0.5097666194580843,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,26,41,77,20577,2018-02-15 13:27:46.795,DoS_attacks-GoldenEye,DoS,BruteForce,0.5074463713436038,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,27,41,78,20578,2018-02-15 13:27:46.796,DoS_attacks-GoldenEye,DoS,BruteForce,0.4989178516072099,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,28,41,86,20586,2018-02-15 13:27:46.799,DoS_attacks-GoldenEye,DoS,BruteForce,0.5005198705824414,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,29,41,89,20589,2018-02-15 13:27:46.799,DoS_attacks-GoldenEye,DoS,BruteForce,0.4989632235969098,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,30,41,90,20590,2018-02-15 13:27:46.800,DoS_attacks-GoldenEye,DoS,BruteForce,0.500939881405793,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
